нижня_межа_енергії_еВ,верхня_межа_енергії_еВ,середнє,стандартне_відхилення,частка_потоку,похибка_частки_потоку_наближено
0.0,0.625,6.50491155300694,0.00916796531145232,0.143916670278587,0.00021546139695979494
0.625,100000.0,18.092485530838967,0.009271686459856954,0.40028373229121444,0.0002879870164289169
100000.0,20000000.0,20.601755595374946,0.01873354188044184,0.4557995974301986,0.00047408888961939714
