номер_позиції,аксіальна_x,аксіальна_альфа,x_см,y_см,тип,fuel_cell_id,енергія_поділів_еВ_на_джерельну_частинку,похибка_енергії_поділів_еВ,поділи_на_джерельну_частинку,похибка_поділів,потік_на_джерельну_частинку,похибка_потоку,поглинання_на_джерельну_частинку,похибка_поглинання,нейтрони_поділу_на_джерельну_частинку,похибка_нейтронів_поділу,частка_потужності,відносна_потужність,похибка_відносної_потужності_наближено
180,7,-4,7.729276728776114,-0.6375,звичайний твел UO₂,872,323033.9928439564,4510.051174264088,0.0016682225897275014,2.3320294570684418e-05,0.041426598140458126,0.00021763193850487007,0.002838897875061049,3.98048801126073e-05,0.00408623643700241,5.664143459063536e-05,0.003281154800795776,1.0237202978482822,0.01431621432800364
181,9,-5,9.937641508426431,-0.6375,звичайний твел UO₂,877,330259.4940930835,5032.637654774612,0.001705514398838886,2.602459624841496e-05,0.04165359868779891,0.0002503582525481677,0.0029122053737313585,4.354782235870735e-05,0.0041778969760948035,6.316567403165193e-05,0.00335454642098722,1.0466184833480126,0.015970847260625434
182,-10,4,-11.04182389825159,-1.275,звичайний твел UO₂,882,355704.5117174752,4815.262689187508,0.0018371302430790176,2.4901745106753225e-05,0.04186140955881544,0.00023822409019958572,0.003046123772135062,3.3535613622912766e-05,0.004496495580225782,6.0512061084941744e-05,0.0036129992265250444,1.1272557586758138,0.01528664080928269
183,-8,3,-8.833459118601272,-1.275,звичайний твел UO₂,887,332299.8392055372,4201.056616083194,0.0017161025717145784,2.1720940180833186e-05,0.04170433041656431,0.00021144496709659807,0.0029175546518999,3.661446595553975e-05,0.004203159862274246,5.2805476152504124e-05,0.0033752708286635407,1.0530844985430245,0.013340178509142155
184,-6,2,-6.625094338950954,-1.275,звичайний твел UO₂,892,330329.9123273586,4516.4292354405825,0.001705937661189582,2.3348591499431592e-05,0.041635760779184156,0.0002277678389218109,0.0029213215283506867,4.1283332494249064e-05,0.004178228432830526,5.681181912601132e-05,0.003355261680472518,1.0468416443074258,0.01433746508194458
185,-4,1,-4.416729559300636,-1.275,звичайний твел UO₂,897,325662.2360733349,4113.153654652151,0.0016818344095858714,2.127122547488457e-05,0.04111249335496933,0.00020922804316628548,0.002889053182638703,3.65220677506931e-05,0.0041194064831793316,5.153546807442228e-05,0.00330785066897303,1.0320494087195853,0.013061099106458663
186,-2,0,-2.208364779650318,-1.275,звичайний твел UO₂,902,336404.2180172572,4221.178562567927,0.001737373905194928,2.1823710517499455e-05,0.04106740318522119,0.0002213136471322934,0.0029779458046913783,3.955465088265529e-05,0.004253421384659599,5.300314264123638e-05,0.003416960256218197,1.0660915999400775,0.013404479288901597
187,0,-1,0.0,-1.275,звичайний твел UO₂,907,357778.1541429189,4241.920011782834,0.0018479086115157455,2.1929475446550412e-05,0.04189186352264681,0.0002058179525873357,0.0030856310659376435,3.7872532612311466e-05,0.0045221295434373,5.337943340548274e-05,0.0036340618451661264,1.1338272956918314,0.013473626394794325
188,2,-2,2.208364779650318,-1.275,звичайний твел UO₂,912,337455.9893230725,4353.542609789404,0.0017427781238294148,2.2506591335378505e-05,0.04152315721286732,0.00022704134510363033,0.0029313893219156703,3.661142138731026e-05,0.004267530533879785,5.473698884877428e-05,0.0034276434181945343,1.0694247464766948,0.01382329034203361
189,4,-3,4.416729559300636,-1.275,звичайний твел UO₂,917,299664.7306896828,4459.247490504384,0.0015474138854270764,2.305687901673518e-05,0.04060280120378303,0.00020157948633632913,0.002685853977678872,3.823991449496572e-05,0.0037923400144267818,5.597285980524268e-05,0.003043786076738337,0.9496612559423612,0.01415216804375293
190,6,-4,6.625094338950954,-1.275,звичайний твел UO₂,922,307537.0339076773,4267.935966651705,0.0015881324178600594,2.206205931357889e-05,0.04066475669714688,0.00022546000413261775,0.002714235050340727,3.410399406950707e-05,0.0038906595299653983,5.368458590124408e-05,0.003123747461822414,0.9746092080885932,0.013547939261122138
191,8,-5,8.833459118601272,-1.275,звичайний твел UO₂,927,322847.7057944134,5182.466310506596,0.0016671681116556833,2.6794963858564653e-05,0.04167945194399741,0.00025978269094000753,0.002844514290377755,3.994636430274189e-05,0.004085348350802388,6.508645238112996e-05,0.0032792626264101865,1.0231299394399782,0.01644408188898938
192,10,-6,11.04182389825159,-1.275,звичайний твел UO₂,932,347951.22835460416,4970.1504547189215,0.0017970135026138649,2.5700723270877798e-05,0.04180803391682703,0.000247339772831161,0.0030400694778064206,4.3190985336705686e-05,0.004400132514803345,6.237448891024193e-05,0.003534246762414237,1.102684989873242,0.01577554771199571
193,-9,3,-9.937641508426431,-1.9124999999999999,звичайний твел UO₂,937,331828.1384486851,5018.4128803708045,0.0017136832700998287,2.5946422823912027e-05,0.0417915424328128,0.0002336761504039476,0.0029184070852814456,4.332703546093665e-05,0.004196994036009915,6.307199869085815e-05,0.003370479620192697,1.0515896415001216,0.015926040276580063
194,-7,2,-7.729276728776114,-1.9124999999999999,звичайний твел UO₂,942,331680.35178397776,4505.703297292461,0.0017129140346212096,2.3293945912355285e-05,0.04157671318740612,0.0002196954906737464,0.002920373477288173,4.014282132308326e-05,0.004194390929954991,5.665124472716973e-05,0.003368978505959706,1.051121293859428,0.014303733446891948
195,-5,1,-5.520911949125795,-1.9124999999999999,звичайний твел UO₂,947,314138.8765891515,4226.113888371363,0.0016222518870595828,2.1849649848427603e-05,0.04060722004881762,0.00022068815036479323,0.0028055168022249055,3.7870884268498345e-05,0.003974281309114242,5.311238822474443e-05,0.0031908043917068226,0.9955309702125286,0.013416609880421686
196,-3,0,-3.312547169475477,-1.9124999999999999,звичайний твел UO₂,952,324096.4529473546,5675.7010960570415,0.0016737362312181595,2.9345569814778753e-05,0.04103013260835655,0.00023205358482605035,0.0028832004129148935,4.249768391683021e-05,0.0040989924183337315,7.137245289446276e-05,0.003291946532149581,1.0270873180306692,0.018005552535447448
197,-1,-1,-1.104182389825159,-1.9124999999999999,звичайний твел UO₂,957,348074.56814087945,4459.524576226573,0.0017976617094028252,2.3056559516686757e-05,0.041766575581404654,0.00022704649290447666,0.0030441132523912253,3.7496349401046556e-05,0.004401295706715033,5.601684730763956e-05,0.0035354995622459313,1.1030758634207305,0.014160181813956388
198,1,-2,1.104182389825159,-1.9124999999999999,звичайний твел UO₂,962,339207.5393871944,4529.04048978249,0.001751857616915697,2.3417313939301367e-05,0.041648123913111124,0.00022665925609433984,0.002986743825786492,3.88139984605651e-05,0.0042891846970482435,5.685697868840255e-05,0.0034454344464734184,1.0749755472997067,0.014378694936682205
199,3,-3,3.312547169475477,-1.9124999999999999,звичайний твел UO₂,967,329953.1578536297,5034.369381923199,0.0017040320900362162,2.6028041718564437e-05,0.0410406692871863,0.0002683531285406378,0.0028785525539915696,3.8624861814627944e-05,0.004172394344327138,6.324417831530986e-05,0.003351434870360945,1.0456476795526148,0.015976286888014682
200,5,-4,5.520911949125795,-1.9124999999999999,твег UO₂-Gd₂O₃,972,103686.79097214954,1230.5738051070664,0.0005343347488073339,6.360716277378034e-06,0.03633328528205218,0.00019352557985943543,0.007544984962737028,0.0001200557016656626,0.0013266369173284321,1.5551512118314536e-05,0.0010531783636210643,0.32859164944977204,0.0039086583833831965
201,7,-5,7.729276728776114,-1.9124999999999999,звичайний твел UO₂,977,313835.35483699886,4399.832938769936,0.0016206440901207963,2.2751650611116227e-05,0.04123069577259161,0.00025933410153036285,0.0027477817013828575,3.910574434601874e-05,0.003970928873744875,5.529738473894717e-05,0.0031877214286865725,0.9945690857502106,0.013966160335708348
202,9,-6,9.937641508426431,-1.9124999999999999,звичайний твел UO₂,982,333414.9656662309,5099.455490566581,0.001721841089190433,2.6364602451918305e-05,0.04172305820248081,0.0002436657136559556,0.002953416380111296,4.1363655164147466e-05,0.004217219906159575,6.410105295567038e-05,0.003386597508273283,1.0566184225812643,0.016182727109648385
203,-10,3,-11.04182389825159,-2.55,звичайний твел UO₂,987,344221.51671208075,4789.738461797132,0.0017777395799018806,2.4763035421668213e-05,0.04176430422500676,0.00028301615066028706,0.003025028882575066,3.9086354829310985e-05,0.004353190014639334,6.023530638051028e-05,0.0034963629435823254,1.0908652383976856,0.015204191337046258
204,-8,2,-8.833459118601272,-2.55,звичайний твел UO₂,992,320417.0542261747,4167.159915574447,0.0016546336487826762,2.1547820629665447e-05,0.04164610502454458,0.0002227336175913144,0.0028445249505716923,3.6837579827865334e-05,0.004053966692120541,5.233242672319371e-05,0.0032545737570067717,1.0154270121861126,0.013231085245854179
205,-6,1,-6.625094338950954,-2.55,звичайний твел UO₂,997,321547.8112354556,4623.340465756308,0.0016605351071400396,2.3900090762508655e-05,0.04125983917862391,0.00022607408525113419,0.0028237469289883305,3.6349706961216016e-05,0.0040675049439771165,5.813853701407459e-05,0.0032660592008663214,1.0190104706702923,0.014674451669393036
206,-4,0,-4.416729559300636,-2.55,звичайний твел UO₂,1002,299533.7865245466,4561.209034560357,0.001546773289809465,2.358204697603845e-05,0.0401688527815032,0.00020789840411330926,0.002664477618225489,3.428122988045466e-05,0.003790109231592344,5.7348612740533816e-05,0.0030424560369109797,0.9492462835162256,0.014474818065315006
207,-2,-1,-2.208364779650318,-2.55,звичайний твел UO₂,1007,333027.80563448375,4490.349709953211,0.0017199132127352851,2.3216302012541453e-05,0.041184100166846434,0.00021275117403447342,0.0029221222995082373,3.9041345986896496e-05,0.0042111467129160194,5.640951120038909e-05,0.0033826650057348986,1.0553914817892884,0.014255363817517998
208,0,-2,0.0,-2.55,звичайний твел UO₂,1012,344897.31836936314,4714.049495775414,0.001781315453236927,2.4371550867025207e-05,0.041742340324335735,0.00021293653360708557,0.00302633455084417,3.708586362167415e-05,0.0043600897126061956,5.923902792254027e-05,0.003503227267156003,1.093006907352673,0.014964830104012556
210,4,-4,4.416729559300636,-2.55,звичайний твел UO₂,1020,302364.8174103451,4372.476085070754,0.001561396422885213,2.2602867776731e-05,0.04058309170431605,0.00026350624337105215,0.0027020783030463472,3.519942849073223e-05,0.0038260333089738183,5.504512039349709e-05,0.003071211681171074,0.9582180445253751,0.013877965416283954
211,6,-5,6.625094338950954,-2.55,звичайний твел UO₂,1025,301188.8045524423,4301.406111084031,0.0015553032431678045,2.2244293983344232e-05,0.04072537269858938,0.0002301309065823573,0.0027222668028834226,3.4977075161123996e-05,0.003811140529488567,5.399169410130798e-05,0.003059266559852621,0.9544911666740178,0.013652921962800676
212,8,-6,8.833459118601272,-2.55,звичайний твел UO₂,1030,314913.1362658772,4393.938137952292,0.0016262181355143428,2.2716867489754896e-05,0.040943021126734494,0.00025584665792116433,0.002812348187346477,4.012393603344228e-05,0.003984702008761392,5.523587549446727e-05,0.0031986687834167633,0.9979846604260302,0.013947666252113368
213,10,-7,11.04182389825159,-2.55,звичайний твел UO₂,1035,356907.20344265597,5281.72175333403,0.0018433708447017564,2.730541842645943e-05,0.04204136030003992,0.00026595690081249434,0.0031412322484107714,4.8806398880812386e-05,0.004511479728526849,6.64906473605065e-05,0.0036252153332363294,1.1310671839697348,0.016762697508182312
214,-9,2,-9.937641508426431,-3.1875,звичайний твел UO₂,1040,319160.902237233,4137.910129458182,0.0016481955276100402,2.139310000714419e-05,0.041147787923430226,0.0002268949941905563,0.002810762163684467,3.493581465362536e-05,0.004037798754251518,5.202466984352668e-05,0.003241814638089413,1.0114461670838968,0.013138369890796515
215,-7,1,-7.729276728776114,-3.1875,звичайний твел UO₂,1045,329430.10700688796,4537.474805039472,0.0017013175864763284,2.3458940244870743e-05,0.04134051166190977,0.0002306654395181106,0.0028891813432424035,4.025039681338933e-05,0.0041662820923948065,5.708917903663294e-05,0.0033461220833637087,1.043990090009477,0.014403913718614002
216,-5,0,-5.520911949125795,-3.1875,звичайний твел UO₂,1050,307840.1766031055,4301.530293082199,0.0015897216119552125,2.2239449981337336e-05,0.0404229556072909,0.00023456416867475435,0.00273221469830471,3.749696375211488e-05,0.0038942598126400847,5.403816465725476e-05,0.00312682657464789,0.9755698912901417,0.01365427083304719
217,-3,-1,-3.312547169475477,-3.1875,звичайний твел UO₂,1055,298176.2576352546,4146.467103306954,0.0015397344930245594,2.1438325391058913e-05,0.04055230810870947,0.00020508170039760276,0.0026684291283549347,3.600102178395514e-05,0.0037726358061264936,5.211343712917549e-05,0.0030286672018936347,0.944944166990814,0.013162265245475192
219,1,-3,1.104182389825159,-3.1875,звичайний твел UO₂,1063,327922.32363413484,4257.860969261352,0.0016935115371669242,2.2013598980133567e-05,0.04121525411601145,0.00023786416432581374,0.0028979347599676513,3.497190436474794e-05,0.00414768679824408,5.347759395720214e-05,0.0033308070677255286,1.039211805130365,0.01351915172543222
220,3,-4,3.312547169475477,-3.1875,звичайний твел UO₂,1068,320526.4853714469,4533.696581832875,0.0016553217551416569,2.343708542936885e-05,0.040879193245175596,0.00024517784364567097,0.002825600099716077,3.692764576879598e-05,0.004054190724238098,5.7047612260000556e-05,0.0032556852825292256,1.0157738081491183,0.014390664793892411
221,5,-5,5.520911949125795,-3.1875,звичайний твел UO₂,1073,308786.5091926522,4259.403908159998,0.0015945825262007594,2.202460733432436e-05,0.04078438649114073,0.00023229421945067467,0.0027279173971816893,3.5279519195248445e-05,0.0039061131827040625,5.347244579098993e-05,0.0031364387634209784,0.9785688941873453,0.013521129023346668
222,7,-6,7.729276728776114,-3.1875,звичайний твел UO₂,1078,321902.8790647328,4482.662216222087,0.0016623857488425407,2.3182900360747945e-05,0.0411238383515351,0.00022328681604661128,0.0028323102956158445,3.8619275590819734e-05,0.004071761423138932,5.6227575593149046e-05,0.0032696657331150922,1.0201357087319087,0.014229394743806767
223,9,-7,9.937641508426431,-3.1875,звичайний твел UO₂,1083,324925.18990844546,4162.7047908605355,0.0016780106465776338,2.1521727015027477e-05,0.04144068708476786,0.00023080381117573175,0.002836912062282679,3.5544330809865684e-05,0.004109587455037709,5.228756478967076e-05,0.003300364266254096,1.029713651071278,0.013217702553926972
224,-10,2,-11.04182389825159,-3.8249999999999997,звичайний твел UO₂,1088,339869.1943732631,4698.6818761018,0.001755239841016726,2.4293411416146843e-05,0.041495774084054575,0.0002459815263671588,0.002954504739420888,4.0304488019085306e-05,0.004298462184295558,5.910052631570346e-05,0.003452155077992401,1.0770723843336292,0.014915468826938814
225,-8,1,-8.833459118601272,-3.8249999999999997,звичайний твел UO₂,1093,304049.18978222524,3791.0198552327147,0.0015700892648205312,1.9600803577938693e-05,0.04051611109517706,0.00023229711990366327,0.00268739964265016,3.162456545182543e-05,0.003847663507488066,4.7624374305134796e-05,0.00308832036513856,0.9635559539232307,0.01203880990134389
227,-4,-1,-4.416729559300636,-3.8249999999999997,твег UO₂-Gd₂O₃,1101,104471.41956418075,1129.695130575966,0.0005384211024517965,5.8363346634191005e-06,0.03592986368324663,0.0001918752263615635,0.0075281555112229025,0.00011026806337650521,0.0013358510414024458,1.4222588808888178e-05,0.001061148075566607,0.33107819957678136,0.0035899027233839936
228,-2,-2,-2.208364779650318,-3.8249999999999997,звичайний твел UO₂,1106,328791.7987991186,4225.29338921245,0.0016980020382778183,2.1846822060525887e-05,0.04152849689830319,0.00020213846297671242,0.0029221488390975083,3.553777419192027e-05,0.0041586016459164475,5.307154185653737e-05,0.003339638592193411,1.0419672407643443,0.01341627696806042
229,0,-3,0.0,-3.8249999999999997,звичайний твел UO₂,1111,331375.6643573507,4708.296568899787,0.0017113787593450469,2.4342721068370037e-05,0.04115504943435985,0.00021939921697293165,0.0028890084041348365,3.577767628873101e-05,0.004190704945055647,5.920742925915645e-05,0.003365883702828252,1.0501557152824146,0.014944658492887933
230,2,-4,2.208364779650318,-3.8249999999999997,звичайний твел UO₂,1116,322097.2296739274,4304.424865244063,0.0016634189626108218,2.2250539348213967e-05,0.04073650492851491,0.000227661681320376,0.0028510941082627353,3.7305875325940815e-05,0.0040739287937536315,5.4215688130123496e-05,0.0032716398115357017,1.020751621199139,0.013665546667402464
231,4,-5,4.416729559300636,-3.8249999999999997,звичайний твел UO₂,1121,318769.7429724232,4995.126879876843,0.0016461854088929636,2.5824373195437646e-05,0.04112014824445292,0.00023699092169753662,0.002803270760419569,4.0112555696859274e-05,0.004032474199846926,6.281177929056687e-05,0.0032378415141209194,1.0102065524057269,0.01585062196349776
233,8,-7,8.833459118601272,-3.8249999999999997,звичайний твел UO₂,1129,299803.59358723625,4712.902858900463,0.0015481472441514885,2.4368590721119272e-05,0.04065982845516489,0.00023304815519104157,0.0026900962832513715,4.177173371240545e-05,0.003793745690958522,5.910025304428469e-05,0.0030451965495463178,0.9501013234584512,0.014954940217517008
234,10,-8,11.04182389825159,-3.8249999999999997,звичайний твел UO₂,1134,333296.4368198524,4024.7306934120247,0.001721242565449349,2.0804677766033468e-05,0.04142063020992258,0.00025071656261812635,0.002928255199254998,3.545662491737769e-05,0.004215156718523643,5.062076578686713e-05,0.0033853935746256084,1.0562427952831899,0.01278272204207629
235,-9,1,-9.937641508426431,-4.4624999999999995,звичайний твел UO₂,1139,308875.53256856714,4275.436985838274,0.0015950417239365521,2.210190030076132e-05,0.040848312929250355,0.00023366915232262493,0.00271000180787159,3.9841038675733345e-05,0.003907837389527801,5.3826839235350115e-05,0.003137343001005063,0.9788510163135796,0.013571867033653075
236,-7,0,-7.729276728776114,-4.4624999999999995,звичайний твел UO₂,1144,300375.7974211858,4166.599314676083,0.0015511489862446758,2.15471117682005e-05,0.04000415265565493,0.00021017658611072025,0.002667284191077291,3.673846651340167e-05,0.0038009018502209485,5.233559230188673e-05,0.0030510085984278247,0.9519146827094813,0.013226281469256009
237,-5,-1,-5.520911949125795,-4.4624999999999995,звичайний твел UO₂,1149,296477.2636740463,4450.171434597653,0.0015309658691772656,2.3009858622055687e-05,0.04026961970495197,0.00023336264120417204,0.0026725648158486964,3.770176317972024e-05,0.003752391921556137,5.589819683946679e-05,0.0030114100019833006,0.9395599206187898,0.014123013461408386
238,-3,-2,-3.312547169475477,-4.4624999999999995,звичайний твел UO₂,1154,298550.7486590918,3600.7931080998164,0.00154164573440878,1.8617623505212882e-05,0.0405232333022399,0.0002245774667336591,0.002684493748762395,2.9663300029101776e-05,0.0037783159479378788,4.519230831445781e-05,0.0030324710214542343,0.9461309586937211,0.01143633836321792
239,-1,-3,-1.104182389825159,-4.4624999999999995,звичайний твел UO₂,1159,336442.63738730445,4221.9027006186725,0.0017375495939620095,2.1829066704408385e-05,0.04176226705002763,0.00025389785134636786,0.002944216538841196,3.49896355588514e-05,0.00425467920269469,5.307403607284464e-05,0.003417350493478877,1.0662133539654097,0.013406775691372374
240,1,-4,1.104182389825159,-4.4624999999999995,звичайний твел UO₂,1164,307700.5385378006,4882.91626439475,0.0015889715953178556,2.524674424756948e-05,0.04068190607990745,0.00025059496333852373,0.0027392629443107755,4.377178754093838e-05,0.003893383638320321,6.130714839111027e-05,0.0031254082282246073,0.9751273672060774,0.015494049974901739
241,3,-5,3.312547169475477,-4.4624999999999995,звичайний твел UO₂,1169,312606.22084489703,4375.8373181622455,0.0016143293471045418,2.262708652375104e-05,0.0408730533964608,0.00019644359458892882,0.0027577158568074128,3.640575314449782e-05,0.003954917013599569,5.4970327951031116e-05,0.0031752367398044513,0.9906738628189887,0.013890062204124282
242,5,-6,5.520911949125795,-4.4624999999999995,звичайний твел UO₂,1174,329627.9284314886,3835.820341800988,0.0017023068699070245,1.983339160854943e-05,0.04135761911797517,0.00020820593568845935,0.0029018225173124907,3.056934141009221e-05,0.004169533704626593,4.820647023739068e-05,0.003348131415915104,1.0446170017655123,0.01218478439348419
243,7,-7,7.729276728776114,-4.4624999999999995,звичайний твел UO₂,1179,309274.0255808387,4137.91393966248,0.0015971222847134966,2.1394134801615334e-05,0.040474753684505656,0.00024141251374766443,0.002773425906319658,3.2586422008402415e-05,0.003912977916301974,5.197345266525449e-05,0.0031413906160835474,0.9801138722180669,0.01313685810095509
244,9,-8,9.937641508426431,-4.4624999999999995,звичайний твел UO₂,1184,302278.6750328093,4823.982522669711,0.0015609538813737393,2.493614214629935e-05,0.04020764132786735,0.0002648066181596862,0.0027370941952974555,4.012257176459478e-05,0.0038248767677046664,6.068997061491285e-05,0.0030703367067663216,0.9579450525110924,0.015306828508254296
245,-10,1,-11.04182389825159,-5.1,звичайний твел UO₂,1189,348573.8682803935,5094.851291221825,0.0018002858991511528,2.633922344938414e-05,0.04177292648855274,0.00027025308641374885,0.0030605441434938306,4.124924722336719e-05,0.004407385500465012,6.406717688150142e-05,0.0035405711060651473,1.104658185092326,0.01617021615286443
246,-8,0,-8.833459118601272,-5.1,твег UO₂-Gd₂O₃,1194,105848.14884357793,1238.879361699433,0.000545487084924979,6.401806708509636e-06,0.03662529113101861,0.00019814765565634882,0.0075848051435942615,0.00011960035893645549,0.00135460232374262,1.558450285966243e-05,0.00107513193480297,0.33544116365852666,0.003935290821575203
247,-6,-1,-6.625094338950954,-5.1,звичайний твел UO₂,1199,313923.3931395774,4861.876501101909,0.0016211352836689652,2.5134496759410378e-05,0.04075016742147306,0.00022311099080813015,0.0027770104473776327,3.3975027048371524e-05,0.003971584402107169,6.11409235985282e-05,0.003188615660580301,0.9948480861010539,0.015428266333014612
248,-4,-2,-4.416729559300636,-5.1,звичайний твел UO₂,1204,301548.1707436956,4263.152509618826,0.00155715745270563,2.2043894288055127e-05,0.04037594362729035,0.00024150597817303084,0.0026469211782233775,3.5700326644946816e-05,0.003815955800633856,5.3549353423644956e-05,0.0030629167518751183,0.9556300265850369,0.013531936793205818
249,-2,-3,-2.208364779650318,-5.1,звичайний твел UO₂,1209,311537.813263466,4674.958983559377,0.0016088044673324689,2.4171593562432555e-05,0.04113074234599021,0.00022236229720340052,0.002778625122323433,4.009466010113093e-05,0.003941472928887717,5.872508405009704e-05,0.0031643845981020997,0.9872879946078551,0.0148364081517159
250,0,-4,0.0,-5.1,звичайний твел UO₂,1214,303734.7991269306,3892.732320280734,0.0015685101210828772,2.0126129818040046e-05,0.04017089157245134,0.00023020602391422243,0.0027406624344901336,3.727290905316309e-05,0.0038430815261481653,4.894962048509357e-05,0.003085127003353741,0.9625596250463672,0.012360449070602925
251,2,-5,2.208364779650318,-5.1,звичайний твел UO₂,1219,292730.5386414559,3785.114465590872,0.0015115278442461913,1.956745778055294e-05,0.04049136556373361,0.000213475518404393,0.002599395641083422,3.426842486396389e-05,0.0037062357711467146,4.762387902685414e-05,0.002973353372958861,0.9276862523631647,0.012018323021272974
252,4,-6,4.416729559300636,-5.1,звичайний твел UO₂,1224,326395.79921134975,4324.447920750458,0.001685634598341894,2.235869120953947e-05,0.041289256002903986,0.0002131125619064002,0.0029021811640021476,3.9924512399000114e-05,0.0041279069416803645,5.432703904137972e-05,0.0033153016935255665,1.0343741283799768,0.013729542369054585
253,6,-7,6.625094338950954,-5.1,звичайний твел UO₂,1229,320646.53552553785,4170.4107794822075,0.0016558861692074012,2.1558350016862678e-05,0.040787628449556,0.0002499698610734767,0.0028167045554523206,3.432367580127097e-05,0.0040565725505378614,5.248204773894741e-05,0.0032569046685633827,1.0161542565917754,0.01324140381765527
254,8,-8,8.833459118601272,-5.1,твег UO₂-Gd₂O₃,1234,104700.91299221505,1016.8238642054288,0.0005396091643770757,5.252236602627482e-06,0.036088671701205624,0.00021501542204760638,0.007731837999056441,0.00010478506369805942,0.0013389242981082295,1.2886752698960882e-05,0.0010634791103178308,0.3318054824191632,0.003233337976453145
255,10,-9,11.04182389825159,-5.1,звичайний твел UO₂,1239,335108.31381565187,5503.393654510314,0.0017306656667471366,2.8454915870828117e-05,0.04099018292765433,0.0002779207564419963,0.002949551797502622,4.480951969500576e-05,0.004237911367686559,6.915695516869135e-05,0.0034037973619511445,1.0619847769287571,0.01746142432181356
256,-9,0,-9.937641508426431,-5.7375,звичайний твел UO₂,1244,304016.06997749116,3875.7518668589505,0.001569930400157558,2.0042428015264784e-05,0.04056113990769837,0.00021322299706235756,0.0027190284286150094,3.623488408284803e-05,0.003847231305429641,4.8632161588951236e-05,0.003087983957179299,0.9634509946399412,0.012306786682842349
257,-7,-1,-7.729276728776114,-5.7375,звичайний твел UO₂,1249,298031.7136112476,4008.877818080033,0.0015389775096552138,2.0725298968426346e-05,0.04061420243953965,0.0002025527051780021,0.002666840509228642,3.2406114778842004e-05,0.003772097924801597,5.0382217772248225e-05,0.0030271990241513436,0.9444860955352192,0.0127269583963535
258,-5,-2,-5.520911949125795,-5.7375,звичайний твел UO₂,1254,309977.8833063939,5049.811181451131,0.0016007197270862664,2.6107706092626194e-05,0.040824424845577606,0.00023151416556933157,0.0027656496922235482,3.9737832598012144e-05,0.003922102915824973,6.34762192256274e-05,0.0031485399137006513,0.9823444530746032,0.016022585708055256
259,-3,-3,-3.312547169475477,-5.7375,звичайний твел UO₂,1259,317599.17373891774,4645.084889503833,0.0016401588885483474,2.4017408440497428e-05,0.040920548246961085,0.00023183177533162103,0.002802864712730037,3.9145355402109196e-05,0.004017482383110363,5.8351769814731665e-05,0.003225951685355946,1.0064969258310552,0.014742703709478758
260,-1,-4,-1.104182389825159,-5.7375,звичайний твел UO₂,1264,317193.86810921715,4705.433471004845,0.0016380092775654448,2.4327503506583384e-05,0.041321220276233,0.0002279543065802003,0.0027870157168241576,4.028350584846227e-05,0.0040134854727621625,5.910135612060274e-05,0.0032218348724441727,1.005212480202582,0.014933615094474514
261,1,-5,1.104182389825159,-5.7375,твег UO₂-Gd₂O₃,1269,105545.656081603,1131.9040832029243,0.0005439650019853455,5.8473125602000604e-06,0.03602227279242351,0.0001872868121037361,0.007578379292937703,0.00010528212935120049,0.0013504466880113369,1.4266000655888935e-05,0.0010720594235498293,0.33448254014754675,0.0035970860716672244
262,3,-6,3.312547169475477,-5.7375,звичайний твел UO₂,1274,318140.469935366,3997.156628107142,0.0016429589497796548,2.0666767246219023e-05,0.04107277338133679,0.00021165738075254033,0.0028113943203733763,3.668537767246751e-05,0.004024223075872875,5.024701456941186e-05,0.0032314497959355553,1.008212336331893,0.01269302456955331
263,5,-7,5.520911949125795,-5.7375,звичайний твел UO₂,1279,328809.2530570683,4447.0464557278765,0.0016980902428209979,2.298798536716874e-05,0.04144072328396552,0.00021484450106237698,0.0028983216340794484,3.6437717759612356e-05,0.004158536677828223,5.590678116347173e-05,0.003339815880415501,1.0420225546896362,0.01411773905439067
264,7,-8,7.729276728776114,-5.7375,звичайний твел UO₂,1284,302254.6486050276,3777.747134739363,0.0015608050820702882,1.95336386322384e-05,0.04072759101916816,0.0002441586915126296,0.0027035535150056306,3.1304795419391205e-05,0.0038247706123722153,4.744837907962055e-05,0.00307009266301053,0.9578689108592854,0.01199654221214807
265,9,-9,9.937641508426431,-5.7375,звичайний твел UO₂,1289,313135.88337034435,4441.769702412783,0.0016171196786850211,2.2963413900832255e-05,0.04041971597672419,0.0002511384371562319,0.0027774848480887535,3.761014329845017e-05,0.0039604039075936065,5.5867484434656545e-05,0.0031806166836390697,0.9923524052953898,0.014098746668232482
266,-10,0,-11.04182389825159,-6.375,звичайний твел UO₂,1294,346735.0648451738,5262.345669221643,0.0017907659370658981,2.7212012186431375e-05,0.041412274559774975,0.00023912745249408683,0.003021372401138077,4.306246381019175e-05,0.004384440065798282,6.604289190906503e-05,0.0035218938186810135,1.0988308714284762,0.01670000233749902
267,-8,-1,-8.833459118601272,-6.375,звичайний твел UO₂,1299,301167.43422619376,4184.429300954651,0.0015551546040932568,2.1634389059410377e-05,0.04086136975979522,0.00019785411003716522,0.0027062436975676283,3.482691106520761e-05,0.003812521386250803,5.261689520576375e-05,0.0030590494949302963,0.9544234424182525,0.01328280804246067
268,-6,-2,-6.625094338950954,-6.375,звичайний твел UO₂,1304,317039.6593126161,3695.6179568544826,0.0016371946135154821,1.910220071846315e-05,0.04112481594668797,0.00022044085701808952,0.0028101704180066916,3.4568728759715034e-05,0.004011991361385537,4.6572442900903284e-05,0.0032202685266585858,1.0047237803174787,0.011739326437302222
