номер_позиції,аксіальна_x,аксіальна_альфа,x_см,y_см,тип,fuel_cell_id,енергія_поділів_еВ_на_джерельну_частинку,похибка_енергії_поділів_еВ,поділи_на_джерельну_частинку,похибка_поділів,потік_на_джерельну_частинку,похибка_потоку,поглинання_на_джерельну_частинку,похибка_поглинання,нейтрони_поділу_на_джерельну_частинку,похибка_нейтронів_поділу,частка_потужності,відносна_потужність,похибка_відносної_потужності_наближено
85,6,1,6.625094338950954,5.1,звичайний твел UO₂,415,315765.35113960016,4526.2861504150715,0.0016306825754548405,2.3405944734830287e-05,0.0406022323483964,0.00021565970811060107,0.0028024085742922194,4.000174026682065e-05,0.003994189095832551,5.675037457991988e-05,0.0032073249898413804,1.0006853968305107,0.014366538755278546
86,8,0,8.833459118601272,5.1,твег UO₂-Gd₂O₃,420,105124.55766673415,974.1825571308137,0.0005417798571093406,5.033422272034634e-06,0.03598445777087066,0.00019769310592825546,0.007779472360205769,0.00012789013341134168,0.001344832236964291,1.2312354713961893e-05,0.0010677821985018083,0.3331480459325642,0.0030987739748796657
87,10,-1,11.04182389825159,5.1,звичайний твел UO₂,425,343480.2026321959,4984.640133361836,0.0017739462227337774,2.5777575315047095e-05,0.041413313444329025,0.00024609360772529307,0.002981816340101872,4.0606930581233095e-05,0.0043432060687097285,6.25710207172495e-05,0.003488833190348935,1.088515955388868,0.015820765236439063
88,-9,8,-9.937641508426431,4.4624999999999995,звичайний твел UO₂,430,307338.41370837385,4398.793137217824,0.0015870517276908947,2.2740362412815042e-05,0.04105513567239631,0.00024298017764456714,0.0027385859814812526,4.064991192708471e-05,0.0038892703204731964,5.5318605452463916e-05,0.003121730015872711,0.9739797649522859,0.013961939169198558
89,-7,7,-7.729276728776114,4.4624999999999995,звичайний твел UO₂,435,290883.2466484514,4001.239346149656,0.0015020361171392052,2.068935879226804e-05,0.04012449679254829,0.00023518525188677257,0.00259977807097114,3.367978449306912e-05,0.003681346008058061,5.0253154430883725e-05,0.002954589864704031,0.9218320377876577,0.012701726486802246
90,-5,6,-5.520911949125795,4.4624999999999995,звичайний твел UO₂,440,326946.4849340477,4814.1487299591045,0.0016884643859181973,2.4889966664075177e-05,0.04108550585505235,0.00022881297960794715,0.002869814159990075,4.221107678701197e-05,0.004135270213876856,6.0555231508844124e-05,0.003320895176387393,1.0361192950328666,0.015278977307701879
91,-3,5,-3.312547169475477,4.4624999999999995,звичайний твел UO₂,445,317583.497973547,4267.508040166238,0.0016400130809916067,2.2062103371165685e-05,0.04110644101600973,0.00024015034716287653,0.0028237537392803986,3.7542092904801705e-05,0.004018287991851618,5.3652394828924133e-05,0.0032257924618254766,1.0064472480895488,0.013548079071420372
92,-1,4,-1.104182389825159,4.4624999999999995,звичайний твел UO₂,450,299730.55559495755,4473.470734270369,0.0015477949594001048,2.3124149599061716e-05,0.040776707688507906,0.00024197734630146536,0.002704249473786841,4.0282405045299396e-05,0.003792028593837412,5.633096478921757e-05,0.0030444546803798695,0.9498698602785192,0.014197186626408327
93,1,3,1.104182389825159,4.4624999999999995,звичайний твел UO₂,455,319992.1255354267,4907.188011200344,0.0016525381702026058,2.537139291855289e-05,0.040668086713770195,0.00020946079382348908,0.002830435027488436,3.8790988578576394e-05,0.0040479775009300955,6.170627532228198e-05,0.003250257626678292,1.014080379523627,0.015572468193003687
94,3,2,3.312547169475477,4.4624999999999995,звичайний твел UO₂,460,295337.52013576956,4096.009984298213,0.0015250601594112559,2.1176653268625926e-05,0.03987482027728619,0.00023000615812955483,0.0026436871319899065,3.7595126142763635e-05,0.0037383721292566707,5.1476414334086e-05,0.002999833279207567,0.935947983112761,0.013002213009087254
95,5,1,5.520911949125795,4.4624999999999995,звичайний твел UO₂,465,298721.87800597935,4377.379971348764,0.0015425551621569221,2.2632830805277147e-05,0.04030900924181999,0.00023341786375043576,0.0026547695376512577,3.424310141430396e-05,0.003780176458992469,5.4971206249280586e-05,0.0030342092344303787,0.9466732811422781,0.013892974623504327
96,7,0,7.729276728776114,4.4624999999999995,звичайний твел UO₂,470,302961.41158225155,4089.013933276845,0.0015644967698757208,2.1138920836973028e-05,0.040100345918424304,0.00020567692313959064,0.002692976308673492,3.963079293591402e-05,0.003832881397735593,5.143029736804028e-05,0.0030772714701550255,0.960108698688368,0.012981211153584454
97,9,-1,9.937641508426431,4.4624999999999995,звичайний твел UO₂,475,310955.1220045912,4216.098222829546,0.0016057955825372699,2.179984551584036e-05,0.04083075587084756,0.00022415650702816046,0.00274155149872991,3.486426148494335e-05,0.003934115132743639,5.3021964231976584e-05,0.0031584660252466346,0.98544139987695,0.013384446606609758
98,-10,8,-11.04182389825159,3.8249999999999997,звичайний твел UO₂,480,340804.12025501026,4877.755350722875,0.0017600823324361642,2.5212588973145684e-05,0.041534612496857845,0.0002475230641052417,0.002975762604911174,3.8644701934382246e-05,0.004309818393751537,6.14221411333271e-05,0.0034616514053549667,1.0800352384707497,0.015482183887026104
99,-8,7,-8.833459118601272,3.8249999999999997,звичайний твел UO₂,485,292235.4980723591,3563.86944459729,0.0015090216522733392,1.8425470882418704e-05,0.04022604670578414,0.00025651196728977753,0.0026221979044258117,3.180733737727528e-05,0.0036984143313012223,4.477612910026084e-05,0.002968325094895676,0.9261174296074509,0.01131852217510135
101,-4,5,-4.416729559300636,3.8249999999999997,звичайний твел UO₂,493,312705.7151319834,3470.027021072347,0.001614811631550016,1.794060011772395e-05,0.04114939395894073,0.00023599902490658965,0.002729105568005957,2.7539693345367077e-05,0.003957080429766981,4.360749145700349e-05,0.003176247333627259,0.9909891680917049,0.01102540432348303
102,-2,4,-2.208364779650318,3.8249999999999997,звичайний твел UO₂,498,332062.57866932853,4454.070728593964,0.0017149359125049387,2.30218860435559e-05,0.041094753877956414,0.00023841266655321932,0.0029368921696633003,3.877825112388656e-05,0.004199460421638302,5.602919649812648e-05,0.0033728609010253785,1.052332601119918,0.014140450572388412
103,0,3,0.0,3.8249999999999997,звичайний твел UO₂,503,325931.8316495137,4215.389973793535,0.0016832282054437995,2.179572703161885e-05,0.040794511763563295,0.0002254449974604052,0.0028394815069935704,3.1565060261110867e-05,0.004122218122331923,5.2981763831461006e-05,0.003310589033475368,1.0329037784443147,0.01338450243469347
104,2,2,2.208364779650318,3.8249999999999997,звичайний твел UO₂,508,323012.56017221673,4770.658194937964,0.0016681491680113317,2.4663042092830206e-05,0.040881391523442355,0.00023733997367764793,0.002849179389575284,4.070334491403935e-05,0.004086265191446297,6.000135671144924e-05,0.0032809371026112804,1.0236523760147196,0.015140813586675992
105,4,1,4.416729559300636,3.8249999999999997,твег UO₂-Gd₂O₃,513,104207.18883697405,881.6233161078951,0.0005370506456496717,4.5615183292559125e-06,0.03611985286986531,0.00019290896768263293,0.007564424909047256,0.0001188865840537946,0.0013328035634847383,1.1017106078766876e-05,0.0010584642034717256,0.3302408314831784,0.0028064293744204886
107,8,-1,8.833459118601272,3.8249999999999997,звичайний твел UO₂,521,295011.4790921758,4280.132539933728,0.0015233462360213802,2.2130273198515107e-05,0.04044697199716001,0.00026538001655094037,0.002657046812565735,3.5458234839058856e-05,0.0037334642394051,5.3755269976187886e-05,0.002996521580875061,0.934914733233019,0.013584737150965587
108,10,-2,11.04182389825159,3.8249999999999997,звичайний твел UO₂,526,341626.82130673423,4811.867909698557,0.0017643772817484231,2.4880775968483634e-05,0.041225645901978865,0.00023966346392499715,0.002964361526192969,4.2415189405893516e-05,0.004320144074136881,6.04376040385214e-05,0.0034700078308869007,1.082642443236713,0.015273830520177464
109,-9,7,-9.937641508426431,3.1875,звичайний твел UO₂,531,319390.2879921806,4349.748422974676,0.0016493701265706678,2.2490829299037753e-05,0.04109718618216943,0.00023712037767303806,0.002800734855882123,3.632149221348835e-05,0.00404076504839081,5.4574053143712456e-05,0.0032441445791722514,1.0121731087017425,0.01380852076421505
110,-7,6,-7.729276728776114,3.1875,звичайний твел UO₂,536,321388.17668830446,4430.55432315547,0.001659717531811992,2.2903493992727536e-05,0.04116350809959734,0.0002220463231217683,0.0028234175530576135,3.792028151357096e-05,0.004065401800237011,5.5751415681542304e-05,0.0032644377440773733,1.0185045761521405,0.014064460575515988
111,-5,5,-5.520911949125795,3.1875,звичайний твел UO₂,541,296428.4673156819,3681.186896005439,0.0015306807492701706,1.903326898181682e-05,0.04046855013609696,0.00022266848466645216,0.0026809767145811033,3.2490062114970945e-05,0.0037521093299591303,4.6202172062240435e-05,0.0030109143624869766,0.9394052810959367,0.011690216749402307
112,-3,4,-3.312547169475477,3.1875,звичайний твел UO₂,546,321247.13292111305,3715.356774187177,0.001658957593952211,1.9206737937090966e-05,0.04162851069687469,0.00024103986552131976,0.002854447156763218,3.4195125796069816e-05,0.004063716312654484,4.675357499661244e-05,0.0032630051195112458,1.0180575972875088,0.011802467100699605
113,-1,3,-1.104182389825159,3.1875,звичайний твел UO₂,551,328117.40615591494,4099.605211726752,0.0016945327555274376,2.1194698490059528e-05,0.041221453409655794,0.0002072668513607109,0.0029155612505269374,3.7328485436176654e-05,0.0041494177016416925,5.1530337525536095e-05,0.0033327885804055246,1.0398300370865237,0.013018646670084053
115,3,1,3.312547169475477,3.1875,звичайний твел UO₂,559,299607.0955709111,4595.266147741171,0.0015471153326910476,2.375384329523585e-05,0.04057016079309816,0.0002429632938299052,0.0026993869108713694,3.6527183183099275e-05,0.0037920965733655295,5.783471317653619e-05,0.0030432006592564574,0.9494786056880147,0.014582609540703267
116,5,0,5.520911949125795,3.1875,звичайний твел UO₂,564,299840.6184713012,4153.115371429064,0.001548422727152172,2.1470259413000012e-05,0.040392503742359684,0.0002444391688210113,0.002670474374948076,3.423599822871639e-05,0.0037928178298358693,5.221778488472264e-05,0.0030455726225875144,0.9502186582473046,0.013183542581056739
117,7,-1,7.729276728776114,3.1875,звичайний твел UO₂,569,310458.8825366974,4435.623459702942,0.001603207447743988,2.2930892233488012e-05,0.040731049671903836,0.0002397639944462885,0.0027874533059767215,3.6870500256985424e-05,0.003928092472086756,5.572756860486214e-05,0.0031534255696026654,0.9838687777160317,0.014078917721197712
118,9,-2,9.937641508426431,3.1875,звичайний твел UO₂,574,319485.36903300916,4964.432429541183,0.0016498704675272998,2.5663167600535516e-05,0.041450875357805554,0.0002652543320942072,0.002836565446454684,4.1487665933065274e-05,0.004041766936685866,6.247206957867594e-05,0.0032451103463066408,1.0124744280476718,0.015753569868486653
119,-10,7,-11.04182389825159,2.55,звичайний твел UO₂,579,354706.93585964467,4978.870064259747,0.001831930566975124,2.5744012821234545e-05,0.041706679114778614,0.000252234263197326,0.003101864662461062,3.9366175466825445e-05,0.004485232185674789,6.247476743272353e-05,0.003602866544245196,1.1240943618045012,0.015804105393897004
120,-8,6,-8.833459118601272,2.55,звичайний твел UO₂,584,310947.0022083496,4089.1730494789604,0.0016057314893209982,2.113823109582903e-05,0.04081108241205704,0.00024666027177397626,0.0027408994504408515,3.6306586589620614e-05,0.00393396624189078,5.145823984887425e-05,0.0031583835499994165,0.9854156675998179,0.012982931252864429
121,-6,5,-6.625094338950954,2.55,звичайний твел UO₂,589,300391.9338456624,4133.883289021742,0.0015512245309945167,2.137372520028001e-05,0.04049350170211908,0.0002159609973940463,0.002734327284137011,3.601701785588733e-05,0.003800538170809007,5.190912445244719e-05,0.003051172501013348,0.9519658203161645,0.0131227779787361
122,-4,4,-4.416729559300636,2.55,звичайний твел UO₂,594,302560.6591476984,4455.26040016585,0.0015623875066720552,2.303569254175511e-05,0.04056930268942949,0.00022188480270607605,0.0027100811815678532,3.749981834606616e-05,0.0038285360089994054,5.59892597449153e-05,0.003073200905435232,0.9588386824957923,0.014139948335259968
124,0,2,0.0,2.55,звичайний твел UO₂,602,342312.5442643907,4582.732237521669,0.0017679088047089795,2.3694214378671476e-05,0.04147898916896779,0.00020673174370227726,0.003022848900308449,3.6025010535584464e-05,0.0043280577859516976,5.76033790524952e-05,0.003476972928134785,1.0848155535780528,0.014549015164190842
125,2,1,2.208364779650318,2.55,звичайний твел UO₂,607,333778.03172710113,4402.969821951476,0.0017237421351639615,2.2763978151157953e-05,0.041291394648108146,0.0002289799866061558,0.0029109726002686798,4.015912681441636e-05,0.004221194753333879,5.530930580251269e-05,0.003390285281000056,1.0577690076720174,0.013979062367749467
126,4,0,4.416729559300636,2.55,звичайний твел UO₂,612,297609.6311139412,3809.234938137103,0.0015368150592637354,1.9695880517001058e-05,0.04045953375788655,0.00019910556808824925,0.0026895235234217214,3.539243791601429e-05,0.0037668224634124503,4.787873126205567e-05,0.0030229118034778286,0.9431484826850824,0.012095384686808245
127,6,-1,6.625094338950954,2.55,звичайний твел UO₂,617,325162.23658189044,4156.985819297778,0.0016792610492275984,2.149087830228819e-05,0.041195513712590864,0.000247213273356009,0.0028912111021261516,3.5156383513130304e-05,0.004112459060221572,5.227985359316371e-05,0.0033027720216229324,1.0304648707463548,0.013199651669163499
128,8,-2,8.833459118601272,2.55,звичайний твел UO₂,622,323836.5148888966,4150.286792564846,0.0016723825312767056,2.145632175986646e-05,0.041301602235566955,0.00025318497445272077,0.002848153158249507,4.0973017430925697e-05,0.00409620172840064,5.217724184627443e-05,0.003289306262000579,1.0262635537441807,0.01317825317674909
129,10,-3,11.04182389825159,2.55,звичайний твел UO₂,627,349550.4817386753,4877.218286785489,0.0018052844590017772,2.5213227198169286e-05,0.04234866456920039,0.000270904760400018,0.0030847687774514182,4.2362814892742415e-05,0.004419858196224763,6.132167571561197e-05,0.0035504908668585917,1.1077531504598805,0.01548174125716826
130,-9,6,-9.937641508426431,1.9124999999999999,звичайний твел UO₂,632,329307.1300184557,4271.714682152697,0.0017006311106017246,2.2087215642783663e-05,0.04140792227131477,0.00023963750443525196,0.002915851409669966,4.180509200007848e-05,0.004164945311857929,5.364873331705773e-05,0.003344872968580371,1.0436003661970756,0.013563188413358806
131,-7,5,-7.729276728776114,1.9124999999999999,звичайний твел UO₂,637,309894.68650128855,4577.505431993208,0.0016002939982207329,2.366677680766814e-05,0.040759018888631864,0.0002504118069610922,0.0027544490119405956,3.883142320600595e-05,0.00392080795793446,5.752311281246987e-05,0.003147694858373566,0.9820807958125527,0.01452779207175976
132,-5,4,-5.520911949125795,1.9124999999999999,твег UO₂-Gd₂O₃,642,103053.79178673307,1034.4355159511772,0.000531079079545452,5.344838256370472e-06,0.03604996711050502,0.00020074497455184164,0.00748353552600738,9.845355986255645e-05,0.001318538209046409,1.299378290959729e-05,0.001046748797810223,0.32658562491678955,0.0032886297511192167
133,-3,3,-3.312547169475477,1.9124999999999999,звичайний твел UO₂,647,330806.75709461054,4449.624804934489,0.0017084272821595485,2.301013698424802e-05,0.04132862321383296,0.00017441249044373186,0.0029143875040416787,3.655493455026384e-05,0.004183623708804238,5.5825866312027826e-05,0.003360105138226077,1.048352803126536,0.014126196296755112
134,-1,2,-1.104182389825159,1.9124999999999999,звичайний твел UO₂,652,341195.01418097544,4272.824437929191,0.0017620728699970806,2.209130734593022e-05,0.041633331875736916,0.00019315880227569824,0.002935916313986007,3.4099911270616366e-05,0.0043151865382017015,5.376043957744858e-05,0.0034656218341958785,1.081274012269114,0.013568591574969245
135,1,1,1.104182389825159,1.9124999999999999,звичайний твел UO₂,657,337026.87724117056,4624.242031602935,0.0017405703869845428,2.3913911167821874e-05,0.04174549249265404,0.0002195890482534552,0.0029181692611417657,3.662676746391896e-05,0.004261640722217521,5.8092228774623545e-05,0.003423284795886039,1.068064856316444,0.014679542109297918
136,3,0,3.312547169475477,1.9124999999999999,звичайний твел UO₂,662,331984.3679112214,5048.865785784372,0.0017145166878780858,2.610352565066228e-05,0.04111328148997186,0.00021198426433369038,0.0028920576359738994,4.165014432408476e-05,0.004199015530683701,6.338207860038346e-05,0.003372066490498555,1.052084745035549,0.016022434526147464
137,5,-1,5.520911949125795,1.9124999999999999,звичайний твел UO₂,667,314447.5351850581,4149.684476013305,0.0016238497996005732,2.1454161008311476e-05,0.040865192524719464,0.0002271328909174826,0.002785576711324642,3.822291330748863e-05,0.00397808870434403,5.2131607647036407e-05,0.003193939531215979,0.9965091337393854,0.013174882562843404
138,7,-2,7.729276728776114,1.9124999999999999,звичайний твел UO₂,672,322935.4065765629,5077.886865134098,0.0016677364059275064,2.6252049980244067e-05,0.04110743018972442,0.00024142197829444116,0.0028676800732441985,3.7845735274977284e-05,0.004084881547667164,6.387494428857128e-05,0.0032801534300059628,1.0234078701618605,0.016113093010987484
139,9,-3,9.937641508426431,1.9124999999999999,звичайний твел UO₂,677,332973.24674444663,4230.765858444166,0.0017196177500462717,2.1871471592355117e-05,0.041775059532435176,0.0002158125464234369,0.0029116253830678836,3.8089462119277036e-05,0.004210733686303636,5.3164609792408715e-05,0.0033821108344466223,1.0552185803473462,0.013434249795866113
140,-10,6,-11.04182389825159,1.275,звичайний твел UO₂,682,350483.25317506725,4822.55421896374,0.0018101285260673367,2.493782002454195e-05,0.04179428102010719,0.0002621353201673641,0.003066663706821213,3.7191247536459155e-05,0.0044306121021619,6.047631293906215e-05,0.003559965310862511,1.1107091769891033,0.015308931930583046
141,-8,5,-8.833459118601272,1.275,звичайний твел UO₂,687,319536.99735840526,4527.325300483856,0.0016501298022274869,2.3407421759529876e-05,0.04111784532360062,0.00023009215667963443,0.0028065135389044975,4.123145573523277e-05,0.004041719755563578,5.6901844296973104e-05,0.003245634750955944,1.0126380422982546,0.014370364040765696
142,-6,4,-6.625094338950954,1.275,звичайний твел UO₂,692,298218.2521718935,4559.407953478818,0.0015399622129209402,2.3571746851782585e-05,0.040435725757632955,0.00024729269847833136,0.002702716462046496,4.03400963440686e-05,0.0037741561166296953,5.727361013873729e-05,0.003029093753211924,0.9450772510021204,0.01446894306662566
143,-4,3,-4.416729559300636,1.275,звичайний твел UO₂,697,308706.57134924096,4395.385354313854,0.0015942032732998352,2.2724587595175778e-05,0.04033464530047921,0.0002204767827291361,0.002759823373296191,3.5435439671760414e-05,0.003904908367038593,5.5215684747242556e-05,0.003135626810361906,0.9783155648329147,0.013951351180741041
144,-2,2,-2.208364779650318,1.275,звичайний твел UO₂,702,345484.50709429866,4571.542212568702,0.0017843171518574206,2.3639910980479415e-05,0.0416985237391767,0.00021986738639737002,0.002985096215953647,3.5686759551795954e-05,0.004367640104352607,5.7411538621402115e-05,0.0035091915221461146,1.0948677549095878,0.01451410088445841
145,0,1,0.0,1.275,звичайний твел UO₂,707,345570.779717872,4503.55958906175,0.0017847773352152013,2.328575140033208e-05,0.04177735175706487,0.00020168449880527127,0.0030436644964616077,3.529093843962314e-05,0.004368392717904223,5.653700065668004e-05,0.0035100678194995997,1.0951411596838752,0.01429907160755847
146,2,0,2.208364779650318,1.275,звичайний твел UO₂,712,339448.9451164037,5289.660224135635,0.0017531205280350416,2.7348891007343905e-05,0.04133857412974384,0.00019679939344747338,0.002944194541720412,4.3949471731520595e-05,0.004292326756972813,6.646223120719044e-05,0.0034478864781013014,1.0757405811676062,0.0167854849442379
147,4,-1,4.416729559300636,1.275,звичайний твел UO₂,717,332455.9660730158,4488.610264665904,0.0017169686066944847,2.321310380127204e-05,0.04153020165362323,0.0002282076702255389,0.0029420162061402286,3.9255323692019406e-05,0.004204590173185933,5.626943296727104e-05,0.0033768566568801025,1.053579276946592,0.014249775035845185
148,6,-2,6.625094338950954,1.275,звичайний твел UO₂,722,326832.9506491163,4316.630919936135,0.001687874462711623,2.2318064649308278e-05,0.041391226674130886,0.00022437376209517702,0.002886319040602125,3.647623095884133e-05,0.004133562452669084,5.425926831113261e-05,0.003319741974023834,1.0357594958954364,0.013704882045520644
149,8,-3,8.833459118601272,1.275,звичайний твел UO₂,727,333720.937923564,5089.324699002654,0.0017234237877413272,2.6312278696809833e-05,0.0416309251951624,0.00026707574240430803,0.0029155465417334504,3.899550244690277e-05,0.004221566730177979,6.39622114717653e-05,0.003389705361822132,1.0575880728885052,0.016150706581457966
150,10,-4,11.04182389825159,1.275,звичайний твел UO₂,732,355182.7096308602,4503.981650614257,0.0018344457711088535,2.32901296519351e-05,0.04193823440542863,0.0002221195839155692,0.003114342880713673,4.220751049109497e-05,0.004489616334316306,5.654695455783408e-05,0.0036076991235653253,1.1256021265523815,0.014301924179689273
151,-9,5,-9.937641508426431,0.6375,звичайний твел UO₂,737,334755.8631075491,4174.545766261772,0.0017288087391223524,2.1586938115899863e-05,0.04150938198880375,0.000220995178324676,0.0029171785855949075,3.483542232109944e-05,0.004232651988869272,5.237503976409841e-05,0.0034002174126004456,1.060867832731339,0.013256730930231928
152,-7,4,-7.729276728776114,0.6375,звичайний твел UO₂,742,324117.8181974373,5077.865874564578,0.001673817855102676,2.6253389242271723e-05,0.0409646533497576,0.00022521066109725387,0.00285474834658235,4.1024201015910926e-05,0.004099779133330678,6.387032888078476e-05,0.003292163545511741,1.0271550261996631,0.01611317956762294
153,-5,3,-5.520911949125795,0.6375,звичайний твел UO₂,747,297109.82669453457,4062.955943102352,0.0015342112371655324,2.101076905332178e-05,0.04088835704988059,0.00021749842899558596,0.0026711424976278726,3.5764109855532425e-05,0.0037599717015732526,5.0968445135731224e-05,0.003017835137533922,0.9415645629105837,0.012897900142279251
154,-3,2,-3.312547169475477,0.6375,звичайний твел UO₂,752,339418.8455121063,5135.153594759652,0.0017529858150681795,2.6551547205146467e-05,0.04121686816433116,0.00021644880949392081,0.002986575140207739,4.0819501710764645e-05,0.0042912365245040196,6.454545620662006e-05,0.0034475807472391317,1.075645193138609,0.01629650218101641
155,-1,1,-1.104182389825159,0.6375,звичайний твел UO₂,757,346179.6032196973,4087.0996786001683,0.0017879225230644253,2.1132250926152158e-05,0.0415026797404897,0.00020663047162994692,0.00300681461288055,3.2763281901999666e-05,0.004376967345349621,5.1388801563767675e-05,0.0035162518255178656,1.0970705695615741,0.01298212027011821
156,1,0,1.104182389825159,0.6375,звичайний твел UO₂,762,348475.61946015037,5494.9119569624,0.0017997467446536175,2.840834035029401e-05,0.041744773288291306,0.00023496730770641703,0.0030597425343668514,4.565865215531066e-05,0.004405982186001121,6.908155592197189e-05,0.0035395731628289724,1.1043468268026393,0.01743626576988125
158,5,-2,5.520911949125795,0.6375,звичайний твел UO₂,770,317959.67355821416,4461.100114289356,0.0016419872531648486,2.306656370371525e-05,0.041313438150553834,0.0002271498236229751,0.0027965297589853744,3.373319445914413e-05,0.004022353001151399,5.6070240074925424e-05,0.0032296133919842694,1.007639378299092,0.014160601956624178
160,9,-4,9.937641508426431,0.6375,звичайний твел UO₂,778,336738.7356101041,5360.430071087072,0.0017390108769669702,2.771496259526388e-05,0.041802247378997744,0.0002509268616154442,0.0029774134945237236,4.584491962059126e-05,0.004259447676117539,6.735780895081162e-05,0.00342035805344708,1.067151712675489,0.017009121212065447
161,-10,5,-11.04182389825159,0.0,звичайний твел UO₂,783,349727.15876518306,4981.634242359269,0.0018061897417136494,2.575722699154311e-05,0.04191707228839247,0.00024140397698158112,0.003014577124631768,3.662444932568279e-05,0.00442212429331536,6.253343265808155e-05,0.003552285429308854,1.1083130539443626,0.015812136267458067
162,-8,4,-8.833459118601272,0.0,звичайний твел UO₂,788,335669.96766831557,4579.275145644053,0.0017335678544815793,2.3676339773250668e-05,0.041624522537249596,0.00021392800540037747,0.002944899320855459,3.985038145500672e-05,0.0042448555360188435,5.756488138614488e-05,0.003409502251454656,1.0637647024538528,0.01453708078030855
163,-6,3,-6.625094338950954,0.0,звичайний твел UO₂,793,336926.17923780036,4515.667933123918,0.001740032653969733,2.3348809172696168e-05,0.04171173277841736,0.0002241299001861843,0.0029434540045063825,3.847581495514497e-05,0.004261586294464607,5.672024570558466e-05,0.003422261975549765,1.0677457363715266,0.01433604585225607
164,-4,2,-4.416729559300636,0.0,звичайний твел UO₂,798,323526.1728106129,4385.129806892296,0.0016707848947203996,2.267613468052875e-05,0.041269629430953275,0.0002138826881274466,0.0028397622356886323,3.6698549621287596e-05,0.00409247519536651,5.5047365523024944e-05,0.0032861540228474027,1.0252800551283896,0.01392107073382922
165,-2,1,-2.208364779650318,0.0,звичайний твел UO₂,803,350347.63928525784,4510.494206321978,0.001809494543380039,2.331884223014198e-05,0.04131790597926404,0.00022878534779494626,0.003014950995490906,3.5396793455472696e-05,0.0044284239271165085,5.668893028365369e-05,0.0035585878392172354,1.1102794058357774,0.014321754542321522
167,2,-1,2.208364779650318,0.0,звичайний твел UO₂,811,339235.20330451307,4671.267217052814,0.0017520110727655335,2.4151491715089862e-05,0.04147331589099186,0.0002514718922069461,0.0029678706633684505,3.981157441096545e-05,0.004289279456170862,5.8650703650402284e-05,0.003445715437319985,1.0750632164438354,0.014828642369054217
168,4,-2,4.416729559300636,0.0,звичайний твел UO₂,816,319495.3478714753,4462.034627155037,0.001649931279600485,2.3070619798916855e-05,0.04134564263082638,0.0002168389322188353,0.002851955728524123,3.7212836157227566e-05,0.004041862490222406,5.601444412917506e-05,0.003245211704412799,1.0125060517767932,0.014163781382717268
169,6,-3,6.625094338950954,0.0,звичайний твел UO₂,821,325537.5234645974,4579.125379934307,0.001681182121286098,2.3677706129777897e-05,0.041218467167508606,0.00021893023108822608,0.002866733304492621,3.8758449405704826e-05,0.004117401405348737,5.751687404194553e-05,0.003306583924964834,1.0316541845890281,0.014535121902510578
170,8,-4,8.833459118601272,0.0,звичайний твел UO₂,826,337948.7346910458,4664.353295405903,0.0017453025765990825,2.4121713605164348e-05,0.041861907911136295,0.00021752881056632753,0.0029543161316696953,3.7586969218432646e-05,0.004273917521333336,5.8544304528342966e-05,0.0034326483831998013,1.070986295558338,0.014806579061182792
171,10,-5,11.04182389825159,0.0,звичайний твел UO₂,831,360529.45519447164,5429.755954234387,0.0018620512007627178,2.807069435640069e-05,0.042265233341630744,0.0002641834495606347,0.0031382596153626393,4.326290160918327e-05,0.004558246302319993,6.827892908438793e-05,0.0036620076491796923,1.142546386544064,0.017231648442159096
172,-9,4,-9.937641508426431,-0.6375,звичайний твел UO₂,836,332023.2335075114,4148.055456376821,0.0017146581100074875,2.1444545553245798e-05,0.041929161533595424,0.00023270186319108437,0.0028638091516717547,3.3737607542439316e-05,0.00419965348773498,5.2120132185254925e-05,0.0033724612602152957,1.0522079131871722,0.013172509117638762
174,-5,2,-5.520911949125795,-0.6375,звичайний твел UO₂,844,308683.6980887691,4316.092676522283,0.001593992612749989,2.2311988231416716e-05,0.04114317830186297,0.00022195665956687162,0.002774618376988742,3.603908885419134e-05,0.003907147860955958,5.426164165237112e-05,0.003135394479678233,0.9782430776596087,0.013700467096597004
176,-1,0,-1.104182389825159,-0.6375,звичайний твел UO₂,852,350242.22291242174,4770.771305024755,0.001808924575354906,2.4666798509118803e-05,0.04171721289901002,0.00019693647981025683,0.0030191133278450206,3.82047347560481e-05,0.004427699488292071,5.9921437760988826e-05,0.0035575170929630453,1.1099453330044702,0.01514507222319201
177,1,-1,1.104182389825159,-0.6375,звичайний твел UO₂,857,349122.38363603497,5090.11018635314,0.0018031179213728664,2.6315633553945666e-05,0.041886454277945975,0.000249497369400718,0.0030153504545113786,4.547017202138744e-05,0.0044137392245848645,6.400019830962019e-05,0.0035461425438467514,1.1063964736801866,0.016155290077165325
178,3,-2,3.312547169475477,-0.6375,звичайний твел UO₂,862,333382.7762116481,4545.249441607247,0.0017217561634941918,2.350033075820347e-05,0.04124257633300406,0.0001924795646277484,0.0029258984702200935,3.7760119993727334e-05,0.0042157055440675,5.705374985880006e-05,0.003386270550164294,1.0565164116512598,0.014429095711260984
179,5,-3,5.520911949125795,-0.6375,звичайний твел UO₂,867,303046.8578905248,4290.676549823142,0.0015648848457964091,2.2183715702343745e-05,0.04095375793191111,0.00022086744681002374,0.0026819173125539066,3.466644848866081e-05,0.003835194591237901,5.397210620270613e-05,0.0030781393743719554,0.9603794848040501,0.013619238242571084
