показник,середнє,стандартне_відхилення
потік,45.75035026409025,0.01894170997560123
поглинання,1.000553657300514,0.0007640542194303503
поділ,0.3984342293104043,0.00038282906495460057
нейтрони поділу,0.9772351040121013,0.0009297904424790504
енергія поділів,77168141.54980004,74054.72185417265
