k_inf_uo2,похибка_k_inf_uo2,k_inf_uo2_gd2o3,похибка_k_inf_uo2_gd2o3,різниця_k_uo2_мінус_uo2_gd2o3,ефективність_гадолінію_delta_rho,ефективність_гадолінію_pcm,похибка_ефективності_гадолінію_pcm
1.3379688906791476,0.0006793294167677756,0.34118572044857537,0.0002094327227438273,0.9967831702305723,2.1835534867037008,218355.34867037006,183.8716393081266
