"показник","середнє","стандартне_відхилення"
"потік","39.9879230492612","0.015274113166459411"
"поглинання","1.0024584236369496","0.0008147121359575419"
"поділ","0.13613034730523102","9.859796329488921e-05"
"радіаційне захоплення","0.8622353937926698","0.0007608968913413312"
